GEO_ID,NAME,S1901_C01_001E,S1901_C01_012E,S1901_C01_013E
Geography,Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars)
8600000US41843,ZCTA5 41843,262,-,34980
8600000US41844,ZCTA5 41844,545,26124,33006
8600000US41845,ZCTA5 41845,134,22593,24610
8600000US41847,ZCTA5 41847,208,-,35935
8600000US41848,ZCTA5 41848,0,-,-
8600000US41849,ZCTA5 41849,62,55221,50671
8600000US41855,ZCTA5 41855,408,48968,49678
8600000US41858,ZCTA5 41858,3320,31368,56432
8600000US41859,ZCTA5 41859,161,22019,33189
8600000US41861,ZCTA5 41861,68,-,44026
8600000US41862,ZCTA5 41862,414,28846,33889
8600000US42001,ZCTA5 42001,12990,52762,77460
8600000US42003,ZCTA5 42003,11722,41561,60594
8600000US42020,ZCTA5 42020,684,41643,57585
8600000US42021,ZCTA5 42021,598,33030,49572
8600000US42022,ZCTA5 42022,57,72313,88093
8600000US42023,ZCTA5 42023,878,38375,83498
8600000US42024,ZCTA5 42024,461,53938,71054
8600000US42025,ZCTA5 42025,8174,60625,74639
8600000US42027,ZCTA5 42027,646,63704,89514
8600000US42028,ZCTA5 42028,234,30864,39730
8600000US42029,ZCTA5 42029,2537,61060,77065
8600000US42031,ZCTA5 42031,1262,43868,74611
8600000US42032,ZCTA5 42032,69,39750,47348
8600000US42035,ZCTA5 42035,409,53831,82082
8600000US42036,ZCTA5 42036,516,77500,66388
8600000US42037,ZCTA5 42037,26,-,N
8600000US42038,ZCTA5 42038,1986,51089,69099
8600000US42039,ZCTA5 42039,608,62750,68167
8600000US42040,ZCTA5 42040,352,61563,90463
8600000US42041,ZCTA5 42041,1746,30938,48508
8600000US42044,ZCTA5 42044,1578,50577,70296
8600000US42045,ZCTA5 42045,881,52232,67975
8600000US42047,ZCTA5 42047,108,21250,29454
8600000US42048,ZCTA5 42048,740,36083,49848
8600000US42049,ZCTA5 42049,538,55500,68075
8600000US42050,ZCTA5 42050,1208,39079,47912
8600000US42051,ZCTA5 42051,1092,57174,81634
8600000US42053,ZCTA5 42053,2138,50400,67500
8600000US42054,ZCTA5 42054,376,73069,69431
8600000US42055,ZCTA5 42055,1151,47596,60764
8600000US42056,ZCTA5 42056,521,47321,58305
8600000US42058,ZCTA5 42058,878,60625,70297
8600000US42060,ZCTA5 42060,0,-,-
8600000US42061,ZCTA5 42061,62,-,19408
8600000US42064,ZCTA5 42064,3238,46398,60046
8600000US42066,ZCTA5 42066,9510,42844,57428
8600000US42069,ZCTA5 42069,218,50189,46193
8600000US42071,ZCTA5 42071,12740,40908,57571
8600000US42076,ZCTA5 42076,529,26288,35430
8600000US42078,ZCTA5 42078,738,41625,54352
8600000US42079,ZCTA5 42079,570,62609,90524
8600000US42081,ZCTA5 42081,932,52031,81914
8600000US42082,ZCTA5 42082,665,59514,72754
8600000US42083,ZCTA5 42083,165,31313,42032
8600000US42084,ZCTA5 42084,18,-,N
8600000US42085,ZCTA5 42085,292,32209,44596
8600000US42086,ZCTA5 42086,1733,64293,74636
8600000US42087,ZCTA5 42087,950,42600,54318
8600000US42088,ZCTA5 42088,882,48621,60191
8600000US42101,ZCTA5 42101,22278,42158,55926
8600000US42102,ZCTA5 42102,21,-,N
8600000US42103,ZCTA5 42103,8669,69270,118307
8600000US42104,ZCTA5 42104,14991,60695,80279
8600000US42120,ZCTA5 42120,878,60238,67042
8600000US42122,ZCTA5 42122,1960,81375,120236
8600000US42123,ZCTA5 42123,408,44028,67102
8600000US42124,ZCTA5 42124,17,-,N
8600000US42127,ZCTA5 42127,2792,38966,48698
8600000US42129,ZCTA5 42129,2824,36623,45097
8600000US42130,ZCTA5 42130,97,35417,53000
8600000US42133,ZCTA5 42133,567,48917,60739
8600000US42134,ZCTA5 42134,6809,49385,59393
8600000US42140,ZCTA5 42140,477,30509,54374
8600000US42141,ZCTA5 42141,12388,42703,56246
8600000US42151,ZCTA5 42151,52,-,49706
8600000US42153,ZCTA5 42153,154,48000,48228
8600000US42154,ZCTA5 42154,154,41757,53067
8600000US42156,ZCTA5 42156,157,-,66464
8600000US42157,ZCTA5 42157,205,52721,96414
8600000US42159,ZCTA5 42159,702,54047,72179
8600000US42160,ZCTA5 42160,631,31569,46556
8600000US42163,ZCTA5 42163,19,-,N
8600000US42164,ZCTA5 42164,6502,43664,57380
8600000US42166,ZCTA5 42166,967,42370,54722
8600000US42167,ZCTA5 42167,3468,34094,54604
8600000US42170,ZCTA5 42170,528,52778,73437
8600000US42171,ZCTA5 42171,2499,59228,71114
8600000US42202,ZCTA5 42202,828,44000,67873
8600000US42204,ZCTA5 42204,283,47639,69417
8600000US42206,ZCTA5 42206,2098,45889,68774
8600000US42207,ZCTA5 42207,522,39063,47267
8600000US42210,ZCTA5 42210,1975,37044,49147
8600000US42211,ZCTA5 42211,5481,51021,63638
8600000US42214,ZCTA5 42214,301,-,60410
8600000US42215,ZCTA5 42215,548,56250,70351
8600000US42217,ZCTA5 42217,1243,44574,54368
8600000US42220,ZCTA5 42220,2468,51194,65320
8600000US42223,ZCTA5 42223,4856,45735,50972
8600000US42232,ZCTA5 42232,275,75350,84782
8600000US42234,ZCTA5 42234,1071,35074,60717
8600000US42236,ZCTA5 42236,215,80250,74714
8600000US42240,ZCTA5 42240,16928,43181,65142
8600000US42254,ZCTA5 42254,96,-,42780
8600000US42256,ZCTA5 42256,1957,48887,59208
8600000US42259,ZCTA5 42259,421,42250,51784
8600000US42261,ZCTA5 42261,4134,45655,54405
8600000US42262,ZCTA5 42262,3106,39018,53434
8600000US42265,ZCTA5 42265,267,44219,68477
8600000US42266,ZCTA5 42266,735,74427,78861
8600000US42273,ZCTA5 42273,151,63304,113464
8600000US42274,ZCTA5 42274,873,69792,72833
8600000US42275,ZCTA5 42275,293,50195,55382
8600000US42276,ZCTA5 42276,5801,52274,59077
8600000US42280,ZCTA5 42280,115,74861,83442
8600000US42285,ZCTA5 42285,179,47788,49255
8600000US42286,ZCTA5 42286,476,42750,63551
8600000US42301,ZCTA5 42301,18409,51769,70860
8600000US42303,ZCTA5 42303,16383,53312,74551
8600000US42320,ZCTA5 42320,3320,43119,72198
8600000US42321,ZCTA5 42321,58,15859,26259
8600000US42322,ZCTA5 42322,8,-,N
8600000US42323,ZCTA5 42323,267,46442,56386
8600000US42324,ZCTA5 42324,419,49174,64035
8600000US42325,ZCTA5 42325,820,38065,49582
8600000US42326,ZCTA5 42326,151,62396,53446
8600000US42327,ZCTA5 42327,1600,54063,71788
8600000US42328,ZCTA5 42328,443,49327,60249
8600000US42330,ZCTA5 42330,3288,45740,61798
8600000US42332,ZCTA5 42332,96,13359,21919
8600000US42333,ZCTA5 42333,471,50938,55018
8600000US42337,ZCTA5 42337,667,42969,54547
8600000US42338,ZCTA5 42338,21,30938,37029
8600000US42339,ZCTA5 42339,307,55625,79482
8600000US42343,ZCTA5 42343,541,37625,44117
8600000US42344,ZCTA5 42344,252,34191,37460
8600000US42345,ZCTA5 42345,4660,53786,75091
8600000US42347,ZCTA5 42347,2385,47205,61885
8600000US42348,ZCTA5 42348,1830,60333,68633
8600000US42349,ZCTA5 42349,653,48018,49281
8600000US42350,ZCTA5 42350,659,72961,83844
8600000US42351,ZCTA5 42351,1635,59267,69075
8600000US42352,ZCTA5 42352,816,40000,57122
8600000US42354,ZCTA5 42354,56,59583,81627
8600000US42355,ZCTA5 42355,723,60685,68564
8600000US42356,ZCTA5 42356,0,-,-
8600000US42361,ZCTA5 42361,207,-,40305
8600000US42366,ZCTA5 42366,1885,75977,95011
8600000US42367,ZCTA5 42367,247,42344,47032
8600000US42368,ZCTA5 42368,510,46090,56779
8600000US42369,ZCTA5 42369,93,42250,48030
8600000US42370,ZCTA5 42370,1,-,N
8600000US42371,ZCTA5 42371,137,91875,91375
8600000US42372,ZCTA5 42372,629,53125,53601
8600000US42374,ZCTA5 42374,124,44500,50157
8600000US42376,ZCTA5 42376,2151,62164,79446
8600000US42378,ZCTA5 42378,1247,59063,78186
8600000US42404,ZCTA5 42404,961,38011,55800
8600000US42406,ZCTA5 42406,1210,56910,75266
8600000US42408,ZCTA5 42408,2905,43477,58067
8600000US42409,ZCTA5 42409,901,52039,66552
8600000US42410,ZCTA5 42410,416,44706,55655
8600000US42411,ZCTA5 42411,692,51667,77919
8600000US42413,ZCTA5 42413,1300,76164,85439
8600000US42420,ZCTA5 42420,15733,48625,62011
8600000US42431,ZCTA5 42431,10789,45466,59100
8600000US42436,ZCTA5 42436,535,44750,61343
8600000US42437,ZCTA5 42437,2740,48402,62035
8600000US42440,ZCTA5 42440,394,40595,46782
8600000US42441,ZCTA5 42441,523,52117,71489
8600000US42442,ZCTA5 42442,1312,53611,69643
8600000US42445,ZCTA5 42445,4374,46865,77546
8600000US42450,ZCTA5 42450,1561,42011,59252
8600000US42451,ZCTA5 42451,274,34083,32747
8600000US42452,ZCTA5 42452,834,64643,101993
8600000US42453,ZCTA5 42453,198,41333,51667
8600000US42455,ZCTA5 42455,1167,49099,63840
8600000US42456,ZCTA5 42456,637,43819,59674
8600000US42458,ZCTA5 42458,616,51239,73048
8600000US42459,ZCTA5 42459,1575,50190,61846
8600000US42461,ZCTA5 42461,512,39022,54538
8600000US42462,ZCTA5 42462,476,62561,82435
8600000US42463,ZCTA5 42463,47,35250,38234
8600000US42464,ZCTA5 42464,645,42292,51298
8600000US42501,ZCTA5 42501,6631,34945,61372
8600000US42503,ZCTA5 42503,9994,49336,70187
8600000US42516,ZCTA5 42516,276,34871,58056
8600000US42518,ZCTA5 42518,1217,36549,53751
8600000US42519,ZCTA5 42519,1311,37159,46869
8600000US42528,ZCTA5 42528,605,34781,55045
8600000US42533,ZCTA5 42533,304,34242,49304
8600000US42539,ZCTA5 42539,3624,33212,43673
8600000US42541,ZCTA5 42541,185,-,34579
8600000US42544,ZCTA5 42544,2313,38143,66364
8600000US42553,ZCTA5 42553,2132,39835,53672
8600000US42565,ZCTA5 42565,293,14505,43485
8600000US42566,ZCTA5 42566,127,18818,33784
8600000US42567,ZCTA5 42567,2360,37159,49674
8600000US42602,ZCTA5 42602,4046,32835,51845
8600000US42603,ZCTA5 42603,8,-,N
8600000US42629,ZCTA5 42629,2223,36925,59013
8600000US42631,ZCTA5 42631,68,-,N
8600000US42633,ZCTA5 42633,7922,37855,55137
8600000US42634,ZCTA5 42634,668,31800,58040
8600000US42635,ZCTA5 42635,1521,29701,44542
8600000US42638,ZCTA5 42638,30,-,N
8600000US42642,ZCTA5 42642,4871,42313,52755
8600000US42647,ZCTA5 42647,1334,37000,43493
8600000US42649,ZCTA5 42649,735,29112,44791
8600000US42653,ZCTA5 42653,1743,24295,35116
8600000US42701,ZCTA5 42701,20830,60130,83647
8600000US42712,ZCTA5 42712,562,61591,59793
8600000US42713,ZCTA5 42713,747,25995,42044
8600000US42715,ZCTA5 42715,92,-,30026
8600000US42716,ZCTA5 42716,629,41060,62752
8600000US42717,ZCTA5 42717,2590,34600,47252
8600000US42718,ZCTA5 42718,9714,48793,65577
8600000US42721,ZCTA5 42721,1308,37889,46417
8600000US42722,ZCTA5 42722,179,31875,51859
8600000US42724,ZCTA5 42724,1937,69659,93064
8600000US42726,ZCTA5 42726,1925,41886,63087
8600000US42728,ZCTA5 42728,6015,43084,56961
8600000US42729,ZCTA5 42729,678,34231,55477
8600000US42731,ZCTA5 42731,72,43553,52472
8600000US42732,ZCTA5 42732,780,46458,62679
8600000US42733,ZCTA5 42733,585,47379,48689
8600000US42740,ZCTA5 42740,921,71442,71730
8600000US42741,ZCTA5 42741,192,53750,67357
8600000US42743,ZCTA5 42743,3594,35045,56508
8600000US42746,ZCTA5 42746,768,43750,51991
8600000US42748,ZCTA5 42748,3568,51327,60588
8600000US42749,ZCTA5 42749,2177,39555,53640
8600000US42753,ZCTA5 42753,350,45625,73114
8600000US42754,ZCTA5 42754,5983,36376,51450
8600000US42757,ZCTA5 42757,1164,48994,59887
8600000US42758,ZCTA5 42758,31,88672,94365
8600000US42762,ZCTA5 42762,41,-,60420
8600000US42764,ZCTA5 42764,219,-,44250
8600000US42765,ZCTA5 42765,2366,44120,57606
8600000US42776,ZCTA5 42776,955,52557,63450
8600000US42782,ZCTA5 42782,319,39896,51912
8600000US42784,ZCTA5 42784,798,46477,61790
8600000US42788,ZCTA5 42788,137,46250,60715
